Date,MINERvA POT,MINERvAxMINOS POT,POT Delivered,MINERvA Efficiency,MINERvA×MINOS Efficiency,DAQ Clock Livetime,MINERvA Total POT,MINERvA×MINOS Total POT,Delivered Total POT
2017-02-12,2.68E+18,2.67E+18,2.80E+18,95.862,95.567,,1.189E+21,1.132E+21,1.224E+21
2017-02-13,2.63E+18,2.62E+18,2.67E+18,98.352,98.051,,1.192E+21,1.135E+21,1.226E+21
2017-02-14,2.62E+18,2.55E+18,2.70E+18,97.09,94.254,,1.195E+21,1.137E+21,1.229E+21
2017-02-15,1.73E+18,1.73E+18,1.78E+18,97.266,96.836,,1.196E+21,1.139E+21,1.231E+21
2017-02-16,2.18E+18,2.17E+18,2.22E+18,98.25,97.904,,1.199E+21,1.141E+21,1.233E+21
2017-02-17,1.72E+18,1.72E+18,1.82E+18,94.899,94.876,,1.200E+21,1.143E+21,1.235E+21
2017-02-18,2.57E+18,2.57E+18,2.69E+18,95.716,95.425,,1.203E+21,1.146E+21,1.238E+21
2017-02-19,2.28E+18,2.24E+18,2.44E+18,93.236,91.824,,1.205E+21,1.148E+21,1.240E+21
2017-02-20,2.16E+18,2.10E+18,2.33E+18,92.796,90.167,,1.207E+21,1.150E+21,1.242E+21
2017-02-21,2.37E+18,2.36E+18,2.44E+18,96.809,96.517,,1.210E+21,1.152E+21,1.245E+21
2017-02-22,2.52E+18,1.87E+18,2.67E+18,94.231,69.872,,1.212E+21,1.154E+21,1.248E+21
2017-02-23,2.43E+18,1.50E+18,2.54E+18,95.672,59.026,100,1.215E+21,1.156E+21,1.250E+21
2017-02-24,2.36E+18,9.76E+17,2.54E+18,93.084,38.466,100,1.217E+21,1.157E+21,1.253E+21
2017-02-25,2.59E+18,0,2.78E+18,93.077,0,100,1.220E+21,1.157E+21,1.255E+21
2017-02-26,2.61E+18,0,2.66E+18,98.245,0,100,1.222E+21,1.157E+21,1.258E+21
2017-02-27,2.76E+18,8.98E+17,2.81E+18,98.305,31.994,100,1.225E+21,1.158E+21,1.261E+21
2017-02-28,2.51E+18,2.42E+18,2.66E+18,94.226,90.907,100,1.227E+21,1.160E+21,1.264E+21
2017-03-01,4.65E+17,4.65E+17,4.74E+17,98.288,98.258,29.9,1.228E+21,1.160E+21,1.264E+21
2017-03-02,4.65E+17,4.65E+17,5.11E+17,90.982,90.934,59.4,1.228E+21,1.161E+21,1.265E+21
2017-03-03,2.28E+18,2.24E+18,2.49E+18,91.75,90.22,100,1.231E+21,1.163E+21,1.267E+21
2017-03-04,2.25E+18,2.24E+18,2.49E+18,90.138,89.823,93.1,1.233E+21,1.165E+21,1.269E+21
2017-03-05,2.54E+18,2.54E+18,2.63E+18,96.804,96.494,100,1.235E+21,1.168E+21,1.272E+21
2017-03-06,1.33E+18,1.32E+18,1.39E+18,95.633,95.082,99.2,1.237E+21,1.169E+21,1.274E+21
2017-03-07,2.62E+18,2.57E+18,2.71E+18,96.616,94.648,100,1.239E+21,1.172E+21,1.276E+21
2017-03-08,2.64E+18,2.60E+18,2.90E+18,90.883,89.514,100,1.242E+21,1.174E+21,1.279E+21
2017-03-09,2.49E+18,2.49E+18,2.60E+18,95.81,95.492,96.2,1.244E+21,1.177E+21,1.282E+21
2017-03-10,2.84E+18,2.83E+18,2.91E+18,97.574,97.285,99.6,1.247E+21,1.180E+21,1.285E+21
2017-03-11,1.74E+18,1.74E+18,1.81E+18,96.373,96.352,100,1.249E+21,1.181E+21,1.286E+21
2017-03-12,2.50E+18,2.49E+18,2.59E+18,96.698,96.352,100,1.252E+21,1.184E+21,1.289E+21
2017-03-13,2.70E+18,2.70E+18,2.75E+18,98.296,98.279,100,1.254E+21,1.187E+21,1.292E+21
2017-03-14,2.71E+18,2.70E+18,2.80E+18,96.752,96.461,99.7,1.257E+21,1.189E+21,1.295E+21
2017-03-15,2.54E+18,1.97E+18,2.63E+18,96.831,74.836,100,1.260E+21,1.191E+21,1.297E+21
2017-03-16,2.77E+18,5.16E+17,2.88E+18,96.071,17.9,99,1.262E+21,1.192E+21,1.300E+21
2017-03-17,2.83E+18,2.82E+18,2.93E+18,96.558,96.264,99.7,1.265E+21,1.195E+21,1.303E+21
2017-03-18,2.69E+18,2.69E+18,2.74E+18,98.296,98.037,100,1.268E+21,1.197E+21,1.306E+21
2017-03-19,2.60E+18,2.59E+18,2.69E+18,96.59,96.305,99.9,1.270E+21,1.200E+21,1.308E+21
2017-03-20,2.72E+18,2.71E+18,2.80E+18,97.122,96.829,100,1.273E+21,1.203E+21,1.311E+21
2017-03-21,2.77E+18,2.76E+18,2.82E+18,98.266,97.999,100,1.276E+21,1.205E+21,1.314E+21
2017-03-22,2.45E+18,2.44E+18,2.49E+18,98.283,97.946,99.9,1.278E+21,1.208E+21,1.317E+21
2017-03-23,2.52E+18,2.51E+18,2.60E+18,96.792,96.491,100,1.281E+21,1.210E+21,1.319E+21
2017-03-24,2.20E+18,1.45E+18,2.24E+18,98.181,64.584,100,1.283E+21,1.212E+21,1.321E+21
2017-03-25,2.57E+18,2.56E+18,2.66E+18,96.599,96.298,100,1.286E+21,1.214E+21,1.324E+21
2017-03-26,2.49E+18,2.48E+18,2.76E+18,90.316,90.036,100,1.288E+21,1.217E+21,1.327E+21
2017-03-27,2.44E+18,2.44E+18,2.76E+18,88.484,88.466,99.2,1.291E+21,1.219E+21,1.330E+21
2017-03-28,2.66E+18,2.66E+18,2.74E+18,97.088,96.785,100,1.293E+21,1.222E+21,1.332E+21
2017-03-29,2.69E+18,2.68E+18,2.74E+18,98.369,98.153,100,1.296E+21,1.225E+21,1.335E+21
2017-03-30,2.58E+18,2.37E+18,2.70E+18,95.721,87.87,100,1.299E+21,1.227E+21,1.338E+21
2017-03-31,2.08E+18,1.98E+18,2.12E+18,98.254,93.601,96.9,1.301E+21,1.229E+21,1.340E+21
2017-04-01,2.54E+18,2.54E+18,2.59E+18,98.329,98.314,100,1.303E+21,1.232E+21,1.342E+21
2017-04-02,2.79E+18,2.78E+18,2.84E+18,98.3,98,100,1.306E+21,1.234E+21,1.345E+21
2017-04-03,2.56E+18,2.56E+18,2.61E+18,98.31,98.164,100,1.308E+21,1.237E+21,1.348E+21
2017-04-04,1.13E+18,1.13E+18,1.15E+18,98.049,98.019,100,1.310E+21,1.238E+21,1.349E+21
2017-04-05,2.45E+18,2.44E+18,2.50E+18,98.106,97.797,100,1.312E+21,1.240E+21,1.352E+21
2017-04-06,2.61E+18,1.87E+18,2.72E+18,95.903,68.861,98.5,1.315E+21,1.242E+21,1.354E+21
2017-04-07,1.95E+18,5.38E+17,1.98E+18,98.434,27.219,100,1.317E+21,1.243E+21,1.356E+21
2017-04-08,2.73E+18,2.72E+18,2.77E+18,98.365,98.082,100,1.319E+21,1.246E+21,1.359E+21
2017-04-09,2.70E+18,2.69E+18,2.85E+18,94.473,94.187,100,1.322E+21,1.248E+21,1.362E+21
2017-04-10,2.56E+18,2.50E+18,2.61E+18,98.244,95.78,100,1.325E+21,1.251E+21,1.364E+21
2017-04-11,2.15E+18,2.14E+18,2.21E+18,97.196,96.855,100,1.327E+21,1.253E+21,1.367E+21
2017-04-12,1.81E+18,1.80E+18,1.87E+18,96.882,96.484,100,1.329E+21,1.255E+21,1.369E+21
2017-04-13,2.76E+18,2.56E+18,2.81E+18,98.277,91.06,100,1.331E+21,1.257E+21,1.371E+21
2017-04-14,2.58E+18,1.16E+18,2.69E+18,95.878,43.194,100,1.334E+21,1.258E+21,1.374E+21
2017-04-15,1.87E+18,5.94E+16,1.91E+18,98.027,3.106,100,1.336E+21,1.258E+21,1.376E+21
2017-04-16,2.88E+18,0,2.93E+18,98.293,0,100,1.339E+21,1.258E+21,1.379E+21
2017-04-17,7.73E+17,0,7.88E+17,98.073,0,99.7,1.339E+21,1.258E+21,1.380E+21
2017-04-18,7.25E+17,7.25E+17,7.36E+17,98.569,98.555,100,1.340E+21,1.259E+21,1.380E+21
2017-04-19,2.37E+18,2.36E+18,2.48E+18,95.705,95.42,100,1.343E+21,1.262E+21,1.383E+21
2017-04-20,2.59E+18,2.59E+18,2.68E+18,96.749,96.434,100,1.345E+21,1.264E+21,1.386E+21
2017-04-21,2.38E+18,2.37E+18,2.45E+18,97.258,96.91,100,1.347E+21,1.267E+21,1.388E+21
2017-04-22,2.25E+18,2.24E+18,2.29E+18,98.25,97.908,100,1.350E+21,1.269E+21,1.390E+21
2017-04-23,2.34E+18,2.31E+18,2.41E+18,97.171,95.699,100,1.352E+21,1.271E+21,1.393E+21
2017-04-24,2.38E+18,2.36E+18,2.42E+18,98.317,97.483,99.9,1.354E+21,1.273E+21,1.395E+21
2017-04-25,2.90E+17,2.45E+17,2.95E+17,98.306,83.231,95.4,1.355E+21,1.274E+21,1.395E+21
2017-04-26,0,0,2.76E+13,0,0,99.6,1.355E+21,1.274E+21,1.395E+21
2017-04-27,1.99E+18,1.98E+18,2.10E+18,94.892,94.511,100,1.357E+21,1.276E+21,1.398E+21
2017-04-28,2.53E+18,2.52E+18,2.65E+18,95.353,94.901,100,1.359E+21,1.278E+21,1.400E+21
2017-04-29,1.98E+18,1.55E+18,2.13E+18,93.073,72.933,99.6,1.361E+21,1.280E+21,1.402E+21
2017-04-30,2.40E+18,1.87E+18,2.44E+18,98.382,76.597,99.9,1.364E+21,1.282E+21,1.405E+21
2017-05-01,2.03E+17,1.72E+15,2.05E+17,98.721,0.839,99,1.364E+21,1.282E+21,1.405E+21
2017-05-02,4.11E+17,4.11E+17,4.18E+17,98.402,98.402,80.6,1.364E+21,1.282E+21,1.405E+21
2017-05-03,1.76E+18,1.76E+18,1.92E+18,91.764,91.741,93.9,1.366E+21,1.284E+21,1.407E+21
2017-05-04,2.55E+18,2.51E+18,2.76E+18,92.391,91.067,96.1,1.369E+21,1.286E+21,1.410E+21
2017-05-05,2.78E+18,2.64E+18,2.82E+18,98.311,93.652,100,1.371E+21,1.289E+21,1.413E+21
2017-05-06,2.73E+18,2.72E+18,2.79E+18,97.813,97.502,100,1.374E+21,1.292E+21,1.416E+21
2017-05-07,2.62E+18,2.61E+18,2.71E+18,96.829,96.54,100,1.377E+21,1.294E+21,1.418E+21
2017-05-08,2.42E+18,2.41E+18,2.46E+18,98.405,98.078,100,1.379E+21,1.297E+21,1.421E+21
2017-05-09,1.77E+18,1.76E+18,1.83E+18,96.424,96.167,100,1.381E+21,1.298E+21,1.423E+21
2017-05-10,8.32E+17,8.32E+17,8.53E+17,97.598,97.575,99.9,1.382E+21,1.299E+21,1.424E+21
2017-05-11,2.78E+18,2.77E+18,2.828E+18,98.298,98.021,100,1.385E+21,1.302E+21,1.426E+21
2017-05-12,2.69E+18,2.69E+18,2.787E+18,96.654,96.354,99.9,1.387E+21,1.305E+21,1.429E+21
2017-05-13,2.7E+18,2.7E+18,2.795E+18,96.63,96.615,100,1.390E+21,1.307E+21,1.432E+21
2017-05-14,2.65E+18,2.61E+18,2.792E+18,94.84,93.501,100,1.393E+21,1.310E+21,1.435E+21
2017-05-15,5.13E+17,5.13E+17,5.541E+17,92.554,92.518,83.7,1.393E+21,1.311E+21,1.435E+21
2017-05-16,1.04E+18,1.04E+18,1.081E+18,96.234,96.22,98.8,1.394E+21,1.312E+21,1.436E+21
2017-05-17,2.63E+18,2.62E+18,2.678E+18,98.056,97.749,99.9,1.397E+21,1.314E+21,1.439E+21
2017-05-18,1.91E+18,1.91E+18,2.157E+18,88.707,88.333,85.1,1.399E+21,1.316E+21,1.441E+21
2017-05-19,2.55E+18,2.55E+18,2.593E+18,98.334,98.311,100,1.401E+21,1.319E+21,1.444E+21
2017-05-20,4.05E+17,4.04E+17,4.115E+17,98.365,98.115,100,1.402E+21,1.319E+21,1.444E+21
2017-05-21,2.11E+18,2.1E+18,2.149E+18,98.302,97.919,100,1.404E+21,1.321E+21,1.446E+21
2017-05-22,2.54E+18,2.53E+18,2.581E+18,98.419,98.104,100,1.406E+21,1.324E+21,1.449E+21
2017-05-23,2.73E+18,2.7E+18,2.782E+18,98.237,96.868,100,1.409E+21,1.326E+21,1.452E+21
2017-05-24,2.84E+18,2.43E+18,2.886E+18,98.247,84.205,100,1.412E+21,1.329E+21,1.455E+21
2017-05-25,7.4E+17,7.4E+17,7.521E+17,98.363,98.342,99.7,1.413E+21,1.330E+21,1.455E+21
2017-05-26,1.12E+18,1.12E+18,1.137E+18,98.11,98.105,99.7,1.414E+21,1.331E+21,1.456E+21
2017-05-27,1.05E+18,1.04E+18,1.067E+18,98.589,97.576,100,1.415E+21,1.332E+21,1.458E+21
2017-05-28,2.45E+18,2.44E+18,2.491E+18,98.33,98.012,100,1.417E+21,1.334E+21,1.460E+21
2017-05-29,2.63E+18,2.62E+18,2.677E+18,98.257,97.959,100,1.420E+21,1.337E+21,1.463E+21
2017-05-30,2.32E+18,2.31E+18,2.391E+18,96.992,96.609,100,1.422E+21,1.339E+21,1.465E+21
2017-05-31,2.35E+18,2.35E+18,2.394E+18,98.215,98.088,100,1.424E+21,1.341E+21,1.468E+21
2017-06-01,2.39E+18,2.38E+18,2.427E+18,98.267,97.958,100,1.427E+21,1.344E+21,1.470E+21
2017-06-02,2.18E+18,2.17E+18,2.256E+18,96.645,96.282,98.9,1.429E+21,1.346E+21,1.472E+21
2017-06-03,2.56E+18,2.56E+18,2.608E+18,98.277,98,100,1.432E+21,1.349E+21,1.475E+21
2017-06-04,2.66E+18,2.19E+18,2.71E+18,98.285,80.906,100,1.434E+21,1.351E+21,1.478E+21
2017-06-05,1.4E+18,5.49E+17,2.696E+18,51.839,20.378,100,1.436E+21,1.351E+21,1.480E+21
2017-06-06,2.33E+18,2.32E+18,2.363E+18,98.425,98.088,100,1.438E+21,1.354E+21,1.483E+21
2017-06-07,2.64E+18,2.61E+18,2.68E+18,98.335,97.326,100,1.441E+21,1.356E+21,1.485E+21
2017-06-08,2.15E+18,2.14E+18,2.229E+18,96.548,96.191,98.8,1.443E+21,1.358E+21,1.487E+21
2017-06-09,2.64E+18,2.61E+18,2.683E+18,98.388,97.296,100,1.445E+21,1.361E+21,1.490E+21
2017-06-10,2.51E+18,2.49E+18,2.816E+18,89.31,88.418,100,1.448E+21,1.363E+21,1.493E+21
2017-06-11,2.25E+18,2.24E+18,2.326E+18,96.692,96.338,100,1.450E+21,1.366E+21,1.495E+21
2017-06-12,2.61E+18,2.59E+18,2.676E+18,97.418,96.772,99.9,1.453E+21,1.368E+21,1.498E+21
2017-06-13,2.43E+18,2.42E+18,2.654E+18,91.58,91.295,99.9,1.455E+21,1.371E+21,1.501E+21
2017-06-14,2.76E+18,2.72E+18,2.805E+18,98.406,97.048,100,1.458E+21,1.373E+21,1.503E+21
2017-06-15,2.63E+18,2.62E+18,2.68E+18,98.285,97.986,100.00,1.461E+21,1.376E+21,1.506E+21
2017-06-16,1.86E+18,1.86E+18,1.89E+18,98.24,98.206,100.00,1.462E+21,1.378E+21,1.508E+21
2017-06-17,2.61E+18,2.43E+18,2.65E+18,98.297,91.479,100.00,1.465E+21,1.380E+21,1.511E+21
2017-06-18,1.12E+18,1.09E+18,1.14E+18,98.55,95.555,100.00,1.466E+21,1.381E+21,1.512E+21
2017-06-19,2.56E+18,2.55E+18,2.60E+18,98.356,98.103,100.00,1.469E+21,1.384E+21,1.514E+21
2017-06-20,2.72E+18,2.71E+18,2.77E+18,98.33,98.021,100.00,1.471E+21,1.387E+21,1.517E+21
2017-06-21,2.39E+18,2.35E+18,2.43E+18,98.21,96.486,99.90,1.474E+21,1.389E+21,1.520E+21
2017-06-22,2.36E+18,2.36E+18,2.398E+18,98.37,98.345,100,1.476E+21,1.391E+21,1.522E+21
2017-06-23,2.55E+18,2.52E+18,2.596E+18,98.337,97.102,100,1.479E+21,1.394E+21,1.525E+21
2017-06-24,2.62E+18,2.55E+18,2.66E+18,98.317,95.923,100,1.481E+21,1.396E+21,1.527E+21
2017-06-25,2.79E+18,2E+18,2.838E+18,98.254,70.464,100,1.484E+21,1.398E+21,1.530E+21
2017-06-26,2.5E+18,2.49E+18,2.582E+18,96.946,96.509,99.9,1.487E+21,1.401E+21,1.533E+21
2017-06-27,9.69E+17,9.68E+17,9.851E+17,98.325,98.308,100,1.488E+21,1.402E+21,1.534E+21
2017-06-28,1.49E+17,1.49E+17,2.219E+17,67.066,67.066,100,1.488E+21,1.402E+21,1.534E+21
2017-06-29,2.41E+18,2.4E+18,2.53E+18,95.347,95.044,100,1.490E+21,1.404E+21,1.536E+21
2017-06-30,2.5E+18,2.49E+18,2.552E+18,98.078,97.567,100,1.493E+21,1.407E+21,1.539E+21
2017-07-01,2.48E+18,2.45E+18,2.522E+18,98.231,97.182,100,1.495E+21,1.409E+21,1.541E+21
2017-07-02,2.66E+18,2.65E+18,2.706E+18,98.211,97.908,100,1.498E+21,1.412E+21,1.544E+21
2017-07-03,2.38E+18,2.37E+18,2.419E+18,98.257,97.91,100,1.500E+21,1.414E+21,1.547E+21
2017-07-04,2.72E+18,2.71E+18,2.762E+18,98.314,98.009,100,1.503E+21,1.417E+21,1.549E+21
2017-07-05,2.54E+18,2.53E+18,2.582E+18,98.322,98.008,100,1.506E+21,1.420E+21,1.552E+21
2017-07-06,2.55E+18,2.54E+18,2.589E+18,98.305,97.991,99.9,1.508E+21,1.422E+21,1.555E+21
2017-07-07,1.31E+18,1.31E+18,1.327E+18,98.664,98.627,99.9,1.509E+21,1.424E+21,1.556E+21
2017-11-16,2.28E+17,2.28E+17,2.31E+17,98.71,98.69,99.7,1.510E+21,1.424E+21,1.556E+21
2017-11-17,6.7E+17,6.69E+17,6.79E+17,98.64,98.51,100,1.510E+21,1.424E+21,1.557E+21
2017-11-18,7.66E+17,7.63E+17,7.76E+17,98.68,98.4,100,1.511E+21,1.425E+21,1.558E+21
2017-11-19,9.34E+17,9.32E+17,9.47E+17,98.66,98.42,100,1.512E+21,1.426E+21,1.559E+21
2017-11-20,1E+18,9.98E+17,1.01E+18,98.71,98.45,100,1.513E+21,1.427E+21,1.560E+21
2017-11-21,9.06E+17,9.06E+17,9.25E+17,97.98,97.96,99.4,1.514E+21,1.428E+21,1.560E+21
2017-11-22,1.1E+18,1.08E+18,1.11E+18,98.66,97.36,100,1.515E+21,1.429E+21,1.562E+21
2017-11-23,1.1E+18,1.1E+18,1.12E+18,98.66,98.36,100,1.516E+21,1.430E+21,1.563E+21
2017-11-24,1.12E+18,1.1E+18,1.13E+18,98.71,98.36,100,1.517E+21,1.431E+21,1.564E+21
2017-11-25,1.09E+18,1.08E+18,1.1E+18,98.63,98.36,100,1.518E+21,1.432E+21,1.565E+21
2017-11-26,1.11E+18,1.11E+18,1.13E+18,98.6,98.3,100,1.519E+21,1.434E+21,1.566E+21
2017-11-27,9.08E+17,9.04E+17,9.36E+17,97.01,96.55,100,1.520E+21,1.434E+21,1.567E+21
2017-11-28,1.51E+18,1.51E+18,1.56E+18,96.95,96.93,100,1.522E+21,1.436E+21,1.569E+21
2017-11-29,0,0,0,0,0,99.9,1.522E+21,1.436E+21,1.569E+21
2017-11-30,7.51E+17,5.22E+17,7.64E+17,98.23,68.26,99.2,1.523E+21,1.436E+21,1.569E+21
2017-12-01,1.83E+18,1.30E+18,1.87E+18,97.93,69.39,99.9,1.524E+21,1.438E+21,1.571E+21
2017-12-02,1.72E+18,1.64E+18,1.77E+18,97.23,92.3,100,1.526E+21,1.439E+21,1.573E+21
2017-12-03,1.27E+18,1.22E+18,1.66E+18,76.69,73.31,99.2,1.527E+21,1.441E+21,1.575E+21
2017-12-04,1.59E+18,1.38E+18,1.62E+18,98.28,85.36,100,1.529E+21,1.442E+21,1.576E+21
2017-12-05,2.28E+18,2.27E+18,2.32E+18,98.33,98,100,1.531E+21,1.444E+21,1.579E+21
2017-12-06,1.86E+18,1.11E+18,1.90E+18,98.19,58.63,100,1.533E+21,1.445E+21,1.580E+21
2017-12-07,1.24E+18,1.23E+18,1.26E+18,98.28,97.14,99.9,1.534E+21,1.447E+21,1.582E+21
2017-12-08,7.75E+17,7.52E+17,7.89E+17,98.21,95.32,99.9,1.535E+21,1.447E+21,1.582E+21
2017-12-09,2.64E+18,2.63E+18,2.68E+18,98.31,97.99,100,1.538E+21,1.450E+21,1.585E+21
2017-12-10,2.67E+18,2.41E+18,2.72E+18,98.16,88.79,100,1.540E+21,1.452E+21,1.588E+21
2017-12-11,2.46E+18,2.46E+18,2.50E+18,98.37,98.37,100,1.543E+21,1.455E+21,1.590E+21
2017-12-12,2.33E+18,2.31E+18,2.37E+18,98.31,97.69,100,1.545E+21,1.457E+21,1.593E+21
2017-12-13,2.46E+18,2.23E+18,2.50E+18,98.31,89.09,100,1.548E+21,1.459E+21,1.595E+21
2017-12-14,2.55E+18,1.48E+18,2.60E+18,98.41,56.91,100.0,1.550E+21,1.461E+21,1.598E+21
2017-12-15,2.41E+18,2.40E+18,2.45E+18,98.28,97.98,100.0,1.553E+21,1.463E+21,1.600E+21
2017-12-16,2.72E+18,2.71E+18,2.77E+18,98.36,98.06,100.0,1.555E+21,1.466E+21,1.603E+21
2017-12-17,2.70E+18,2.70E+18,2.75E+18,98.28,97.98,100.0,1.558E+21,1.469E+21,1.606E+21
2017-12-18,2.70E+18,2.69E+18,2.75E+18,98.37,98.07,100.0,1.561E+21,1.471E+21,1.609E+21
2017-12-19,1.75E+18,1.75E+18,1.78E+18,98.18,98.17,99.9,1.563E+21,1.473E+21,1.610E+21
2017-12-20,1.47E+18,1.47E+18,1.50E+18,98.31,97.99,100.0,1.564E+21,1.475E+21,1.612E+21
2017-12-21,1.62E+18,1.63E+18,1.67E+18,96.54,97.22,99.80,1.566E+21,1.476E+21,1.614E+21
2017-12-22,1.19E+18,1.19E+18,1.23E+18,96.93,96.78,99.70,1.567E+21,1.477E+21,1.615E+21
2017-12-23,1.68E+18,1.67E+18,1.71E+18,98.21,97.92,100.00,1.568E+21,1.479E+21,1.616E+21
2017-12-24,2.58E+18,2.55E+18,2.64E+18,97.69,96.36,99.70,1.571E+21,1.482E+21,1.619E+21
2017-12-25,2.37E+18,2.36E+18,2.41E+18,98.36,98.04,100.00,1.573E+21,1.484E+21,1.622E+21
2017-12-26,1.99E+18,1.97E+18,2.02E+18,98.46,97.46,100.00,1.575E+21,1.486E+21,1.624E+21
2017-12-27,2.39E+18,2.38E+18,2.43E+18,98.34,98.02,100.00,1.578E+21,1.488E+21,1.626E+21
2017-12-28,2.67E+18,2.66E+18,2.71E+18,98.35,98.09,100.00,1.580E+21,1.491E+21,1.629E+21
2017-12-29,2.65E+18,2.64E+18,2.81E+18,94.38,94.1,100.00,1.583E+21,1.494E+21,1.631E+21
2017-12-30,2.69E+18,2.68E+18,2.74E+18,98.29,98,100.00,1.586E+21,1.496E+21,1.634E+21
2017-12-31,2.62E+18,2.61E+18,5.39E+18,48.55,48.4,100.00,1.588E+21,1.499E+21,1.640E+21
2018-01-01,2.32E+18,2.32E+18,2.37E+18,98.26,98.03,100.00,1.591E+21,1.501E+21,1.642E+21
2018-01-02,2.50E+18,2.50E+18,2.55E+18,98.23,98.11,100.00,1.593E+21,1.504E+21,1.645E+21
2018-01-03,1.98E+18,1.98E+18,2.02E+18,98.23,97.98,100.00,1.595E+21,1.506E+21,1.647E+21
2018-01-04,2.72E+18,2.72E+18,2.77E+18,98.34,98.04,100.00,1.598E+21,1.508E+21,1.649E+21
2018-01-05,2.50E+18,2.43E+18,2.58E+18,97.08,94.28,100.00,1.600E+21,1.511E+21,1.652E+21
2018-01-06,2.59E+18,2.59E+18,2.64E+18,98.24,97.96,100.00,1.603E+21,1.513E+21,1.655E+21
2018-01-07,2.70E+18,2.69E+18,2.75E+18,98.2,97.92,100.00,1.606E+21,1.516E+21,1.657E+21
2018-01-08,2.60E+18,2.59E+18,2.64E+18,98.35,98.04,100.00,1.608E+21,1.519E+21,1.660E+21
2018-01-09,2.68E+18,2.66E+18,2.73E+18,98.23,97.41,100.00,1.611E+21,1.521E+21,1.663E+21
2018-01-10,1.14E+18,1.14E+18,1.16E+18,98.14,98.12,99.30,1.612E+21,1.523E+21,1.664E+21
2018-01-11,2.71E+18,2.71E+18,2.76E+18,98.34,98.07,100.00,1.615E+21,1.525E+21,1.667E+21
2018-01-12,2.73E+18,2.72E+18,2.77E+18,98.28,97.99,100.00,1.618E+21,1.528E+21,1.669E+21
2018-01-13,2.72E+18,2.71E+18,2.76E+18,98.32,98.15,100.00,1.620E+21,1.531E+21,1.672E+21
2018-01-14,2.62E+18,2.61E+18,2.66E+18,98.35,98.04,100.00,1.623E+21,1.533E+21,1.675E+21
2018-01-15,2.83E+18,2.82E+18,2.88E+18,98.33,97.96,100.00,1.626E+21,1.536E+21,1.678E+21
2018-01-16,2.66E+18,2.65E+18,2.71E+18,98.2,97.86,100.00,1.628E+21,1.539E+21,1.680E+21
2018-01-17,2.73E+18,2.72E+18,2.81E+18,97.12,96.86,100.00,1.631E+21,1.541E+21,1.683E+21
2018-01-18,2.66E+18,2.65E+18,2.71E+18,98.33,98,100.00,1.634E+21,1.544E+21,1.686E+21
2018-01-19,2.85E+18,2.05E+18,2.90E+18,98.3,70.6,100.00,1.637E+21,1.546E+21,1.689E+21
2018-01-20,1.48E+18,1.48E+18,1.50E+18,98.44,98.2,100.00,1.638E+21,1.548E+21,1.690E+21
2018-01-21,2.47E+18,2.44E+18,2.51E+18,98.43,97.16,99.90,1.641E+21,1.550E+21,1.693E+21
2018-01-22,2.55E+18,2.54E+18,2.59E+18,98.21,97.89,100.00,1.643E+21,1.553E+21,1.695E+21
2018-01-23,2.66E+18,2.66E+18,2.71E+18,98.31,98.01,99.90,1.646E+21,1.555E+21,1.698E+21
2018-01-24,2.96E+18,2.92E+18,3.04E+18,97.42,96.02,99.9,1.649E+21,1.558E+21,1.701E+21
2018-01-25,2.73E+18,2.66E+18,2.77E+18,98.28,95.86,100.00,1.652E+21,1.561E+21,1.704E+21
2018-01-26,2.71E+18,2.71E+18,2.86E+18,97.18,94.45,100.00,1.654E+21,1.564E+21,1.707E+21
2018-01-27,3.02E+18,2.97E+18,3.10E+18,98.29,95.84,100.00,1.657E+21,1.567E+21,1.710E+21
2018-01-28,2.89E+18,2.89E+18,2.94E+18,98.28,97.99,100.00,1.660E+21,1.569E+21,1.713E+21
2018-01-29,3.06E+18,3.04E+18,3.11E+18,98.32,97.77,100.00,1.663E+21,1.572E+21,1.716E+21
2018-01-30,2.99E+18,2.98E+18,3.04E+18,98.31,98.06,100.00,1.666E+21,1.575E+21,1.719E+21
2018-01-31,2.61E+18,2.61E+18,2.65E+18,98.49,98.3,100,1.669E+21,1.578E+21,1.722E+21
2018-02-01,2.95E+18,2.94E+18,3.00E+18,98.15,97.88,100.00,1.672E+21,1.581E+21,1.725E+21
2018-02-02,2.92E+18,2.86E+18,2.97E+18,98.27,96.2,100.00,1.675E+21,1.584E+21,1.728E+21
2018-02-03,2.90E+18,2.89E+18,2.98E+18,97.07,96.8,100.00,1.678E+21,1.587E+21,1.731E+21
2018-02-04,2.67E+18,2.66E+18,2.71E+18,98.25,97.96,100.00,1.680E+21,1.589E+21,1.733E+21
2018-02-05,2.98E+18,2.97E+18,3.03E+18,98.27,98.1,99.90,1.683E+21,1.592E+21,1.736E+21
2018-02-06,1.64E+18,1.64E+18,1.68E+18,97.99,97.48,100.00,1.685E+21,1.594E+21,1.738E+21
2018-02-07,2.86E+18,2.85E+18,2.91E+18,98.24,97.95,100.00,1.688E+21,1.597E+21,1.741E+21
2018-02-08,2.80E+18,2.79E+18,2.88E+18,97.05,96.73,98.90,1.691E+21,1.600E+21,1.744E+21
2018-02-09,3.01E+18,2.97E+18,3.06E+18,98.29,96.94,100.00,1.694E+21,1.603E+21,1.747E+21
2018-02-10,3.00E+18,2.97E+18,3.05E+18,98.26,97.39,100.00,1.697E+21,1.606E+21,1.750E+21
