Date,MINERvA POT,MINERvAxMINOS POT,POT Delivered,MINERvA Efficiency,MINERvA×MINOS Efficiency,DAQ Clock Livetime,MINERvA Total POT,MINERvA×MINOS Total POT,Delivered Total POT
2019-01-10,3.07E+18,3.04E+18,3.13E+18,98.09,97.14,99.90,2.253E+21,2.139E+21,2.327E+21
2019-01-11,3.00E+18,3.00E+18,3.06E+18,98.13,97.86,100.00,2.256E+21,2.142E+21,2.330E+21
2019-01-12,3.23E+18,3.22E+18,3.29E+18,98.20,97.91,100.00,2.259E+21,2.145E+21,2.333E+21
2019-01-13,3.14E+18,3.08E+18,3.24E+18,97.06,95.03,100.00,2.263E+21,2.148E+21,2.336E+21
2019-01-14,3.02E+18,3.01E+18,3.08E+18,98.18,97.88,100.00,2.266E+21,2.151E+21,2.339E+21
2019-01-15,3.08E+18,3.07E+18,3.14E+18,98.18,97.88,100.00,2.269E+21,2.154E+21,2.342E+21
2019-01-16,2.94E+18,2.93E+18,2.99E+18,98.20,97.88,100.00,2.272E+21,2.157E+21,2.345E+21
2019-01-17,2.75E+18,2.74E+18,2.80E+18,98.18,97.85,100.00,2.274E+21,2.160E+21,2.348E+21
2019-01-18,3.12E+18,3.11E+18,3.19E+18,98.05,97.79,100.00,2.278E+21,2.163E+21,2.351E+21
2019-01-19,2.59E+18,2.59E+18,2.64E+18,98.20,98.09,100.00,2.280E+21,2.166E+21,2.354E+21
2019-01-20,3.00E+18,3.00E+18,3.06E+18,98.01,97.83,100.00,2.283E+21,2.169E+21,2.357E+21
2019-01-21,3.00E+18,2.99E+18,3.06E+18,98.11,97.80,100.00,2.286E+21,2.172E+21,2.360E+21
2019-01-22,3.02E+18,3.01E+18,3.07E+18,98.25,97.95,100.00,2.289E+21,2.175E+21,2.363E+21
2019-01-23,1.35E+18,1.34E+18,1.37E+18,98.50,97.89,100.00,2.290E+21,2.176E+21,2.365E+21
2019-01-24,2.86E+18,2.85E+18,2.98E+18,95.90,95.61,100.00,2.293E+21,2.179E+21,2.367E+21
2019-01-25,2.75E+18,2.74E+18,2.80E+18,98.20,97.91,100.00,2.296E+21,2.182E+21,2.370E+21
2019-01-26,2.90E+18,2.89E+18,3.01E+18,96.32,96.03,100.00,2.299E+21,2.184E+21,2.373E+21
2019-01-27,2.84E+18,2.83E+18,2.93E+18,96.93,96.64,100.00,2.302E+21,2.187E+21,2.376E+21
2019-01-28,2.76E+18,2.76E+18,2.81E+18,98.21,98.19,100.00,2.305E+21,2.190E+21,2.379E+21
2019-01-29,2.58E+18,2.54E+18,2.62E+18,98.16,96.99,100.00,2.307E+21,2.193E+21,2.382E+21
2019-01-30,1.63E+18,3.30E+17,1.76E+18,92.21,18.74,92.20,2.309E+21,2.193E+21,2.383E+21
2019-01-31,2.49E+18,1.11E+18,2.52E+18,98.48,44.05,100.00,2.311E+21,2.194E+21,2.386E+21
2019-02-01,2.88E+18,2.37E+18,2.93E+18,98.26,80.70,100.00,2.314E+21,2.196E+21,2.389E+21
2019-02-02,2.90E+18,2.65E+18,2.95E+18,98.24,89.60,100.00,2.317E+21,2.199E+21,2.392E+21
2019-02-03,2.84E+18,1.10E+18,2.89E+18,98.22,38.14,100.00,2.320E+21,2.200E+21,2.395E+21
2019-02-04,2.67E+18,2.66E+18,2.72E+18,98.25,97.94,100.00,2.323E+21,2.203E+21,2.397E+21
2019-02-05,2.35E+18,2.35E+18,2.42E+18,97.33,97.02,99.3,2.325E+21,2.205E+21,2.400E+21

